-23.440001,38.41,-223.050003
-23.639999,39.400002,-227.110001
-20.639999,29.07,-233.160004
-29.540001,47.060001,-224.210007
-16.200001,37.919998,-242.850006
-16.92,32.540001,-242.270004
-15.46,17.9,-240.320007
-18.85,17.790001,-252.399994
-13.75,4.53,-255.399994
-11.2,-0.82,-252.899994
-10.13,-1.68,-249.929993
-7.73,-5.26,-247.330002
-4.01,-9.11,-240.669998
-6.46,-3.37,-228.759995
-2.93,-9.75,-221.220001
-2.59,-17.18,-214.880005
-4.9,-23.42,-210.259995
1.49,6.06,-193.020004
-4,15.23,-197.360001
-7.84,24.08,-200.089996
-8.94,29.299999,-206.830002
-10.4,37.389999,-215
-9.93,43.77,-224.080002
-11.81,47.560001,-231.550003
-7.07,42.799999,-269.5
-5.23,33.060001,-245.369995
-15.92,24.68,-243.360001
-15.41,22.469999,-251.889999
-8.33,13.59,-254.990005
-8.18,11.19,-257.040009
-6.02,3.95,-255.029999
-2.06,-5.99,-246.100006
4.28,-8.84,-241.610001
2.7,-8.69,-223.080002
2.32,-13.36,-216.559998
11.81,-19.15,-216.970001
5.85,-24.52,-212.300003
2.52,-29.1,-202.970001
4.37,-29.049999,-201.589996
5.42,-19.99,-195.119995
5.43,-11.86,-193.089996
4.62,-3.43,-192.720001
2.87,15.04,-200.490005
-0.36,22.879999,-202.279999
-2.01,24.629999,-203.789993
-4.47,31.040001,-208.309998
-5.72,35.869999,-212.850006
-4.53,42.849998,-224.970001
-2.78,52.169998,-233.770004
17.16,-17.379999,-218.789993
16.389999,-24.9,-212.449997
11.29,-29.5,-208.270004
10.04,-30.32,-201.470001
8.17,-23.68,-196.839996
10.96,-13.61,-192.960007
12.53,-3.99,-191.399994
19.09,2.53,-192.160004
22.360001,7.74,-194.220001
11.32,11.28,-212.029999
9.27,12.57,-197.619995
8.78,15.5,-212.229996
6.58,21.68,-213.190002
4.32,28.15,-215.389999
3.6,36.689999,-220.779999
2.14,47.099998,-229.389999
-0.85,55.630001,-236.869995
-4.84,60.080002,-240.259995
-10.51,22.57,-267.149994
-2.97,29.059999,-241.690002
-2.96,24.41,-246.449997
-0.09,17.41,-251.169998
1.75,11.39,-254.5
0.45,7.09,-255.830002
1.8,1.36,-253.869995
2.3,-2.73,-252.759995
7.29,-7.44,-246.149994
10.69,-9.74,-233.809998
17.389999,-10.49,-221.5
20.4,-19.690001,-216.490005
19.16,-18.290001,-217.309998
21.959999,-20.15,-214.839996
21.870001,-28.43,-210.039993
18.41,-31.26,-207.179993
16.49,-28.540001,-199.100006
18.35,-24.58,-195.139999
16.07,-16.33,-192.039993
17.48,-7.26,-190.940002
21.780001,3.17,-192.089996
25.52,-2.66,-190.039993
22.74,-13.03,-189.679993
22.33,-22.950001,-192.630005
24.07,-31.66,-200.630005
25.700001,-31.73,-207.820007
27.719999,-28.16,-211.179993
36.799999,-27.83,-210.820007
35.299999,-32.610001,-208.169998
33.369999,-34.200001,-203.470001
29.9,-31.74,-196.589996
24.26,-22.6,-190.240005
30.690001,-26.860001,-191.330002
31.969999,-17.129999,-188.119995
32.16,-8.58,-188.009995
33.34,-2.71,-187.850006
43.27,-7.3,-189.979996
39.57,-15.69,-187.490005
37.549999,-23.07,-188.880005
38.34,-32.110001,-193.759995
38.349998,-34.389999,-200.940002
39.189999,-33.27,-205.720001
43.52,-26.629999,-212.979996
48.470001,-22.82,-206.830002
52.139999,-27.459999,-211
49.32,-34.43,-208.580002
44.950001,-38.369999,-202.940002
41.610001,-37.099998,-198.300003
42.029999,-32.630001,-192.839996
44.080002,-25.450001,-189.869995
46.369999,-17.93,-188.360001
51.790001,-24.6,-188.979996
48.66,-32.240002,-191.520004
47.09,-38.259998,-196.429993
48.439999,-41.169998,-202.470001
53.950001,-37.630001,-210
57.639999,-30.43,-190.529999
56.77,-35.900002,-193.759995
57.66,-37.75,-200.229996
62.299999,-34.470001,-208.179993
62.259998,-39.889999,-201.339996
62.93,-37.419998,-199.389999
63.950001,-30.91,-204.029999
63.669998,-28.07,-194.509995
62.18,-29.23,-194.449997
65,-28.450001,-197.910004
